[1.0, 0.89, 1.1, 1.1, 1.12, 1.67, 1.87, 2.32, 2.53, 2.03, 1.98, 1.89]	NEW_CENTROID
[1.0, 0.95, 0.94, 0.94, 0.9, 0.72, 0.6, 0.54, 0.52, 0.74, 0.73, 0.78]	NEW_CENTROID
[1.0, 0.96, 1.12, 1.45, 1.71, 3.93, 3.49, 2.92, 1.73, 1.36, 1.31, 1.25]	NEW_CENTROID
[1.0, 0.99, 1.15, 1.23, 1.5, 2.85, 4.39, 5.77, 4.57, 3.21, 3.03, 2.66]	NEW_CENTROID
[1.0, 1.02, 2.03, 3.52, 1.78, 10.2, 14.35, 15.17, 10.08, 9.86, 8.97, 7.7]	NEW_CENTROID
[1.0, 1.09, 0.91, 0.96, 1.0, 0.94, 0.93, 0.99, 1.19, 1.84, 2.32, 2.92]	NEW_CENTROID
[1.0, 1.17, 1.3, 1.15, 1.22, 1.08, 1.15, 1.23, 1.54, 2.97, 4.51, 6.7]	NEW_CENTROID
[1.0, 1.37, 2.58, 3.89, 2.94, 2.12, 2.01, 1.84, 1.4, 1.1, 1.16, 1.2]	NEW_CENTROID
[1.0, 2.01, 4.25, 7.39, 5.47, 4.3, 3.61, 3.63, 1.92, 1.63, 1.52, 1.34]	NEW_CENTROID
[1.0, 2.67, 2.41, 3.75, 6.18, 38.8, 86.92, 25.58, 14.81, 6.73, 2.72, 2.42]	NEW_CENTROID
